staff_id,department,grade,contract_type,fte,start_date,last_promotion_date,gender,ethnicity,exit_date
S01377,Legal and Governance,G9,Permanent,1.0,2020-08-01,,Male,White,2020-08-19
S01378,HR,G6,Permanent,0.82,2017-04-19,,M,White,
S01379,Marketing,G5,Fixed-term,1.0,2012-01-21,,Female,White,
S01380,HR,G5,Permanent,0.47,2018-02-02,,Male,Asian,
S01381,Sales,G6,Permanent,1.0,2014-11-30,,Male,White,
S01382,HR,G4,Permanent,0.44,2022-05-03,,Male,White,
S01383,Research and Development,G5,Permanent,1.0,2024-11-23,,Female,Asian,
S01384,Research and Development,G6,Permanent,1.0,2022-07-19,,Male,White,
S01385,HR,G6,Fixed-term,1.0,2008-03-07,,Female,White,
S01386,IT Services,G5,Fixed-term,1.0,2015-05-28,,Female,White,
S01387,Communications,G7,Permanent,1.0,2013-05-19,,Female,Other,
S01388,Planning,G5,Permanent,1.0,2019-05-23,,Female,Asian,
S01389,Research and Development,G4,Permanent,1.0,2023-02-14,,Female,Asian,
S01390,IT Services,G9,Permanent,1.0,2015-06-24,,Male,White,
S01391,Estates,G4,Permanent,0.88,2017-10-28,2021-10-27,Male,Asian,
S01392,Estates,G5,Permanent,1.0,2023-01-19,,Male,White,
S01393,Facilities,G5,Fixed-term,1.0,2024-08-25,,Other,Mixed,2024-09-18
S01394,Marketing,G9,Permanent,1.0,2015-11-16,,Female,White,
S01395,Estates,G3,Permanent,1.0,2023-12-07,,Female,White,
S01396,Customer Services,G5,Permanent,1.0,2017-02-08,,Female,White,
S01397,IT Services,G3,Permanent,1.0,2017-11-03,,Female,White,
S01398,Communications,G4,Permanent,1.0,2021-04-29,,F,White,2023-01-26
S01399,Communications,G6,Permanent,1.0,2019-06-02,,Male,Black,
S01400,Sales,G7,Permanent,0.2,2015-01-27,,Female,Mixed,
S01401,Communications,G5,Permanent,1.0,2011-10-15,2016-10-13,Male,White,
S01402,Communications,G6,Permanent,0.8,2013-12-29,,Male,White,
S01403,Facilities,G7,Permanent,1.0,2020-04-06,,Female,White,
S01404,Communications,G5,Permanent,1.0,2024-07-29,,Male,White,
S01405,Estates,G6,Permanent,1.0,2024-07-26,,Male,White,
S01406,Legal and Governance,G9,Permanent,1.0,2020-04-28,,Male,Asian,
S01407,IT Services,G9,Permanent,1.0,2019-02-26,,Male,White,
S01408,Procurement,G6,Fixed-term,1.0,2014-07-30,,Female,White,
S01409,IT Services,G5,Permanent,1.0,2019-12-06,,Male,Black,
S01410,Estates,G3,Fixed-term,1.0,2009-08-23,,Female,White,
S01411,IT Services,G6,Permanent,1.0,2021-02-03,,Female,White,
S01412,Sales,G5,Permanent,1.0,2011-04-23,2015-04-22,Female,White,
S01413,Research and Development,G6,Permanent,1.0,2013-07-09,,Female,Other,
S01414,Planning,G3,Permanent,1.0,2023-05-04,,M,Asian,
S01415,Communications,G6,Fixed-term,1.0,2023-11-18,,Male,Mixed,
S01416,Planning,G5,Permanent,1.0,2017-04-06,,Female,Asian,
S01417,Legal and Governance,G6,Permanent,1.0,2024-10-16,,Female,Asian,
S01418,HR,G5,Permanent,1.0,2013-06-20,,Female,White,
S01419,Communications,G5,Fixed-term,1.0,2012-07-30,,Male,White,
S01420,Procurement,G4,Permanent,1.0,2015-01-19,,Other,White,
S01421,Communications,G7,Permanent,1.0,2023-11-10,,Other,White,2024-12-26
S01422,Sales,G6,Permanent,1.0,2012-12-22,,Male,Mixed,
S01423,Communications,G3,Permanent,1.0,2013-10-22,,Other,Asian,
S01424,Facilities,G3,Permanent,0.67,2018-01-11,,Female,White,
S01425,Communications,G4,Permanent,1.0,2009-08-19,2012-08-18,Female,White,
S01426,Planning,G7,Permanent,1.0,2016-12-18,,Male,White,2018-09-30
S01427,Facilities,G7,Permanent,1.0,2021-04-19,,Female,White,2023-08-17
S01428,Marketing,G6,Permanent,0.47,2024-10-29,,Male,White,
S01429,Research and Development,G5,Fixed-term,1.0,2016-11-08,,Female,Other,
S01430,Communications,G7,Permanent,1.0,2014-10-02,,M,Mixed,
S01431,Finance,G7,Permanent,1.0,2022-10-14,,Male,White,
S01432,Marketing,G6,Permanent,0.67,2011-01-26,,Male,White,
S01433,Research and Development,G5,Permanent,1.0,2011-04-02,,Male,White,2022-04-02
S01434,Legal and Governance,G6,Permanent,1.0,2009-11-21,,Male,White,
S01435,Communications,G3,Fixed-term,1.0,2021-12-07,,Female,White,
S01436,Procurement,G6,Permanent,1.0,2019-09-04,2024-09-02,Female,White,
S01437,HR,G4,Permanent,1.0,2015-02-28,,Male,Other,
S01438,Research and Development,G4,Permanent,1.0,2017-05-28,,Female,White,
S01439,Marketing,G6,Permanent,1.0,2017-09-17,2020-09-16,Female,Asian,
S01440,Customer Services,G5,Permanent,1.0,2017-09-29,,Female,White,
S01441,Marketing,G9,Permanent,1.0,2009-06-08,,Female,Asian,
S01442,Legal and Governance,G3,Permanent,1.0,2016-11-10,,Female,White,
S01443,Legal and Governance,G8,Permanent,0.68,2012-02-03,,Female,White,2013-02-21
S01444,Security,G7,Permanent,1.0,2020-11-25,,Male,Black,
S01445,Customer Services,G7,Permanent,1.0,2009-05-18,,Male,White,
S01446,Procurement,G5,Permanent,0.83,2019-06-07,2023-06-06,Female,White,
S01447,Communications,G5,Permanent,1.0,2024-05-08,,Female,Asian,2024-12-17
S01448,IT Services,G8,Permanent,1.0,2014-01-22,,Male,White,
S01449,IT Services,G4,Fixed-term,1.0,2020-12-08,,Female,White,2023-01-19
S01450,Commercial Services,G6,Fixed-term,1.0,2008-04-25,,Male,White,
S01451,Commercial Services,G5,Fixed-term,0.29,2017-12-23,2020-12-22,Male,White,2021-10-15
S01452,Commercial Services,G7,Permanent,1.0,2017-10-28,,Female,White,
S01453,Finance,G3,Permanent,1.0,2017-03-05,,Female,White,
S01454,IT Services,G4,Permanent,1.0,2014-04-26,,Male,White,2018-11-16
S01455,Legal and Governance,G6,Permanent,1.0,2015-07-19,,Male,Mixed,2021-02-27
S01456,HR,G8,Permanent,1.0,2008-01-16,,Male,White,
S01457,Marketing,G3,Permanent,1.0,2015-11-23,,Male,Asian,
S01458,Procurement,5,Permanent,1.0,2018-04-20,,Male,White,
S01459,Legal and Governance,G7,Fixed-term,1.0,2019-10-22,,Male,White,
S01460,Communications,G5,Fixed-term,1.0,2016-03-28,2020-03-27,Female,White,
S01461,Estates,G5,Permanent,1.0,2010-01-19,,Male,White,
S01462,Planning,G7,Permanent,1.0,2021-06-22,,Male,White,
S01463,Marketing,G4,Fixed-term,0.62,2016-01-10,,Male,Asian,
S01464,Estates,G6,Permanent,1.0,2021-07-17,,Male,White,
S01465,IT Services,G4,Fixed-term,1.0,2015-08-09,2018-08-08,Male,White,
S01466,Research and Development,G8,Permanent,1.0,2024-05-15,,Male,White,
S01467,Communications,G9,Permanent,1.0,2015-05-02,,Female,White,
S01468,HR,G5,Permanent,1.0,2020-01-28,,Male,White,
S01469,Marketing,G9,Permanent,1.0,2009-05-29,,Female,Asian,
S01470,Legal and Governance,G4,Fixed-term,1.0,2019-11-16,,Other,Other,
S01471,Facilities,G7,Permanent,1.0,2021-12-13,,Male,Black,
S01472,Research and Development,G5,Permanent,1.0,2024-05-07,,Male,White,2024-09-28
S01473,Legal and Governance,G9,Permanent,0.67,2012-04-07,,Male,White,
S01474,Estates,G6,Fixed-term,1.0,2009-11-15,,Male,Asian,
S01475,Planning,G8,Permanent,1.0,2016-04-20,,Female,White,
S01476,Facilities,G6,Permanent,1.0,2013-09-24,,Male,White,
S01477,Communications,G8,Fixed-term,1.0,2023-03-02,,M,Other,
S01478,Communications,G6,Permanent,1.0,2021-10-06,,Female,White,
S01479,Customer Services,G5,Permanent,1.0,2022-01-08,,Male,White,
S01480,Planning,G7,Permanent,1.0,2015-03-03,,Male,Black,
S01481,Communications,G5,Permanent,1.0,2018-01-21,,Male,White,
S01482,Facilities,G6,Permanent,0.32,2023-07-19,,Male,White,2023-09-13
S01483,IT Services,G6,Permanent,1.0,2022-01-14,,Female,White,2022-05-29
S01484,Legal and Governance,G3,Fixed-term,1.0,2009-07-28,,Male,White,
S01485,Facilities,G6,Permanent,1.0,2015-11-23,2021-11-21,Male,Mixed,
S01486,Finance,G8,Permanent,1.0,2020-07-29,,Male,White,
S01487,Communications,G7,Permanent,0.22,2023-01-25,,Male,White,
S01488,Security,6,Permanent,0.49,2024-04-11,,Male,White,
S01489,IT Services,G5,Fixed-term,1.0,2010-10-06,,Female,White,
S01490,Facilities,G3,Permanent,1.0,2015-04-23,,Other,Mixed,
S01491,Marketing,G6,Permanent,1.0,2011-04-22,,Male,White,
S01492,Procurement,G4,Permanent,1.0,2009-07-22,2012-07-21,Female,White,
S01493,Estates,G6,Permanent,1.0,2016-09-30,2022-09-29,Female,White,
S01494,Security,G3,Fixed-term,0.63,2019-09-09,,Male,White,
S01495,Commercial Services,G4,Permanent,1.0,2020-09-08,,Female,White,
S01496,Sales,G7,Permanent,1.0,2010-09-21,,M,Black,
S01497,Planning,G8,Permanent,1.0,2021-10-29,,Female,White,
S01498,Marketing,G3,Fixed-term,0.6,2017-07-27,,Male,White,
S01499,IT Services,G6,Permanent,1.0,2013-06-28,2019-06-27,Male,White,
S01500,Customer Services,G9,Permanent,1.0,2019-07-27,,Male,White,
S01501,Commercial Services,G4,Permanent,1.0,2024-10-31,,M,White,
S01502,Legal and Governance,G6,Permanent,0.84,2022-03-23,,Male,White,
S01503,IT Services,G7,Permanent,1.0,2020-12-20,,Male,White,
S01504,Communications,G5,Permanent,1.0,2009-02-13,,Female,White,
S01505,Communications,G6,Permanent,1.0,2015-04-02,,Female,Asian,
S01506,Commercial Services,G4,Fixed-term,1.0,2016-07-13,,Female,White,
S01507,Marketing,G6,Permanent,1.0,2011-11-16,,Male,Other,
S01508,IT Services,G6,Permanent,1.0,2024-01-20,,Male,Asian,
S01509,Facilities,G6,Permanent,1.0,2019-01-16,,Female,White,
S01510,Customer Services,G5,Permanent,1.0,2019-03-27,,Female,Asian,
S01511,Sales,G8,Permanent,1.0,2018-04-11,,Female,White,
S01512,Commercial Services,G6,Permanent,0.36,2022-07-20,,Female,White,
S01513,Finance,G5,Permanent,1.0,2019-06-17,,Male,White,
S01514,Security,G5,Fixed-term,1.0,2012-10-28,,Male,White,
S01515,Finance,G8,Permanent,0.35,2010-12-30,,M,White,
S01516,Communications,G4,Permanent,1.0,2021-12-15,2024-12-14,Female,White,
S01517,Facilities,G6,Permanent,1.0,2023-02-27,,Male,White,
S01518,Customer Services,G4,Fixed-term,1.0,2010-07-06,2015-07-05,Female,Asian,2017-05-29
S01519,Finance,G6,Permanent,1.0,2023-08-03,,Female,White,
S01520,Communications,G3,Fixed-term,1.0,2013-03-18,,Female,White,
S01521,HR,G5,Permanent,1.0,2018-03-04,,Male,Asian,
S01522,Planning,G3,Permanent,1.0,2013-09-21,,Male,Asian,
S01523,Customer Services,G7,Permanent,1.0,2016-01-30,,Female,White,
S01524,Research and Development,G4,Fixed-term,1.0,2011-12-28,,Female,Asian,
S01525,Customer Services,G6,Fixed-term,1.0,2021-06-12,,Male,White,
S01526,Legal and Governance,G4,Permanent,0.61,2019-06-20,,Male,White,2024-09-10
S01527,IT Services,G6,Permanent,0.23,2024-03-08,,Male,White,
S01528,IT Services,G4,Permanent,1.0,2017-11-21,,Female,White,
S01529,Communications,G5,Permanent,1.0,2018-09-09,,Female,White,
S01530,Communications,G7,Permanent,0.9,2014-07-31,2019-07-30,Male,White,
S01531,Sales,G8,Permanent,1.0,2013-03-30,,Male,Mixed,
S01532,Finance,G5,Fixed-term,1.0,2019-11-17,2025-11-15,F,Asian,
S01533,Estates,G6,Permanent,1.0,2018-06-26,,Male,White,2020-05-02
S01534,IT Services,G4,Permanent,1.0,2017-05-14,,Male,White,
S01535,Communications,G8,Permanent,1.0,2018-09-19,,Female,White,
S01536,Sales,G3,Permanent,1.0,2022-08-14,,Female,White,
S01537,Estates,G6,Permanent,0.3,2018-10-26,,Female,White,
S01538,Research and Development,G6,Permanent,1.0,2022-02-21,,Female,White,
S01539,Sales,G6,Permanent,1.0,2012-11-30,,Male,White,
S01540,Sales,G8,Permanent,1.0,2011-11-27,,Male,White,
S01541,Sales,G3,Permanent,1.0,2022-10-23,,Female,White,
S01542,Estates,G7,Fixed-term,1.0,2016-04-05,,Male,White,
S01543,Legal and Governance,G6,Fixed-term,1.0,2020-04-19,,Female,White,
S01544,Security,G5,Permanent,1.0,2022-02-20,,Male,White,
S01545,IT Services,G3,Permanent,0.76,2021-09-08,,Male,White,
S01546,Customer Services,G4,Fixed-term,1.0,2019-07-10,,M,White,
S01547,Communications,G8,Permanent,1.0,2022-01-21,,Male,Mixed,
S01548,Communications,G8,Permanent,0.46,2010-02-04,,Male,White,
S01549,Finance,G7,Permanent,1.0,2012-10-27,,Male,Mixed,
S01550,Communications,G5,Permanent,1.0,2022-01-03,,Female,White,
S01551,Legal and Governance,G4,Permanent,1.0,2019-03-19,,Male,White,2020-12-22
S01552,IT Services,G7,Permanent,1.0,2010-07-15,,Male,White,
S01553,Estates,G6,Permanent,1.0,2023-08-13,,Female,Asian,
S01554,Research and Development,G5,Permanent,1.0,2017-12-05,,Male,White,
S01555,IT Services,G6,Permanent,1.0,2010-01-12,,Female,White,
S01556,HR,G6,Fixed-term,1.0,2011-05-27,2015-05-26,Female,White,
S01557,Procurement,G7,Permanent,1.0,2021-12-02,,Female,Other,2023-02-14
S01558,Research and Development,G7,Permanent,1.0,2013-08-21,,Female,Asian,
S01559,Customer Services,G4,Fixed-term,1.0,2012-01-14,2016-01-13,F,White,
S01560,Estates,G5,Permanent,1.0,2013-09-11,2016-09-10,Other,Mixed,
S01561,Estates,G6,Permanent,1.0,2011-05-25,,Male,White,
S01562,IT Services,G7,Permanent,1.0,2008-12-25,,Female,Mixed,
S01563,Communications,G5,Permanent,1.0,2023-11-24,,Female,White,
S01564,Legal and Governance,G7,Permanent,0.64,2014-03-30,,M,White,
S01565,HR,G3,Permanent,1.0,2011-09-21,,Male,White,2016-05-14
S01566,Planning,G3,Permanent,1.0,2017-10-06,,Female,White,2018-11-09
S01567,HR,G6,Fixed-term,1.0,2019-08-26,,Female,White,2022-07-02
S01568,Customer Services,G8,Permanent,1.0,2014-09-29,,Female,White,
S01569,IT Services,G3,Permanent,1.0,2015-09-28,,F,White,
S01570,IT Services,G6,Permanent,0.88,2024-04-12,,Male,White,
S01571,Communications,G5,Permanent,1.0,2015-02-02,,Male,Asian,
S01572,Commercial Services,G5,Permanent,1.0,2014-06-19,2017-06-18,Female,White,
S01573,Facilities,G4,Permanent,0.77,2008-12-01,2011-12-01,Female,White,
S01574,Procurement,G6,Permanent,1.0,2019-12-29,,Male,White,2024-05-22
S01575,Sales,G7,Permanent,1.0,2023-07-22,,Male,Asian,
S01576,Estates,G5,Permanent,1.0,2016-11-04,,Female,White,
S01577,Sales,G4,Permanent,1.0,2017-05-17,,Female,White,
S01578,Facilities,G5,Permanent,1.0,2014-10-19,,Female,White,
S01579,Communications,G4,Permanent,1.0,2024-12-04,,Female,White,2024-12-10
S01580,IT Services,G4,Permanent,1.0,2011-12-07,,Male,White,
S01581,Communications,G5,Fixed-term,1.0,2010-07-09,,F,Black,
S01582,Communications,G5,Permanent,1.0,2010-08-16,,Male,Black,
S01583,Security,G6,Permanent,1.0,2022-10-07,,Male,Other,
S01584,Estates,G7,Permanent,1.0,2017-04-30,,F,Asian,
S01585,IT Services,Grade 7,Permanent,0.65,2009-08-31,,Female,White,
S01586,Sales,G5,Fixed-term,0.68,2019-03-22,,Female,White,
S01587,Research and Development,G5,Permanent,0.8,2021-10-24,,Female,White,
S01588,Customer Services,G6,Permanent,1.0,2021-10-25,,Female,White,
S01589,IT Services,G5,Fixed-term,1.0,2019-10-13,,Male,White,
S01590,Communications,G7,Permanent,0.41,2016-05-29,,Male,White,
S01591,Customer Services,G4,Permanent,1.0,2018-01-14,,Female,White,
S01592,Customer Services,G5,Permanent,1.0,2023-10-24,,Female,White,
S01593,Marketing,G6,Permanent,1.0,2013-10-01,,Male,White,
S01594,Commercial Services,G5,Permanent,1.0,2024-09-26,,Female,White,
S01595,Sales,G4,Fixed-term,1.0,2018-05-08,,M,White,
S01596,Communications,G7,Permanent,0.21,2012-07-27,,Male,Other,
S01597,Finance,G5,Fixed-term,1.0,2008-03-25,,Female,White,
S01598,Legal and Governance,G5,Permanent,1.0,2022-12-23,,Male,White,
S01599,Planning,G5,Fixed-term,1.0,2021-09-22,,Female,White,2023-03-05
S01600,Research and Development,G8,Permanent,1.0,2016-10-09,,Male,White,
S01601,Finance,G4,Permanent,1.0,2012-07-20,,Female,Black,
S01602,Communications,G5,Fixed-term,1.0,2016-11-12,,Male,White,
S01603,Communications,G5,Permanent,1.0,2024-12-03,,Male,White,2024-12-06
S01604,Facilities,G6,Permanent,1.0,2019-07-15,2022-07-14,Male,White,
S01605,HR,G7,Permanent,1.0,2021-07-22,,Female,White,
S01606,Marketing,G5,Permanent,1.0,2009-09-06,,Male,White,2010-03-27
S01607,Research and Development,G5,Permanent,1.0,2014-07-12,,Female,White,
S01608,Legal and Governance,G5,Permanent,1.0,2014-08-12,2019-08-11,Male,Black,
S01609,Estates,G6,Permanent,1.0,2016-06-06,,Male,White,
S01610,Estates,G5,Fixed-term,0.66,2013-07-27,,Male,White,
S01611,HR,Grade 5,Permanent,1.0,2018-04-28,2024-04-26,Female,White,
S01612,Sales,G8,Permanent,1.0,2016-09-01,,Female,White,
S01613,Customer Services,G4,Permanent,0.36,2020-02-21,,Male,White,2024-11-30
S01614,Finance,G7,Fixed-term,1.0,2008-08-30,,Male,White,
S01615,IT Services,G3,Permanent,1.0,2023-07-03,,Male,White,
S01616,Commercial Services,G5,Permanent,1.0,2012-08-05,,Male,White,2015-01-30
S01617,Planning,G6,Permanent,1.0,2015-10-29,,Male,White,
S01618,Communications,G4,Fixed-term,1.0,2024-03-30,,Female,White,2024-06-01
S01619,Sales,G6,Fixed-term,1.0,2013-01-17,,F,White,
S01620,Customer Services,G4,Permanent,1.0,2022-02-27,,Female,White,2023-03-30
S01621,Legal and Governance,G6,Fixed-term,1.0,2019-11-14,,Female,Asian,
S01622,IT Services,G6,Permanent,1.0,2019-03-27,2025-03-25,Male,White,
S01623,Customer Services,G3,Permanent,1.0,2021-02-04,,Male,Black,
S01624,Legal and Governance,G3,Permanent,0.68,2021-04-28,,Female,White,
S01625,IT Services,G5,Permanent,1.0,2023-12-25,,Male,White,
S01626,Estates,G5,Fixed-term,1.0,2022-06-26,,Male,White,
S01627,Sales,G3,Permanent,1.0,2022-07-05,,Male,White,
S01628,Finance,G6,Permanent,1.0,2023-12-09,,Female,Asian,
S01629,Marketing,G5,Permanent,1.0,2015-11-15,,Male,Other,
S01630,Communications,G7,Permanent,0.63,2024-06-10,,Male,White,
S01631,Sales,G5,Fixed-term,1.0,2022-11-03,,Male,White,
S01632,IT Services,G5,Permanent,1.0,2016-09-23,,Female,White,
S01633,Facilities,G6,Permanent,0.88,2022-10-18,,Male,Other,
S01634,IT Services,G4,Permanent,1.0,2010-04-05,,Male,White,
S01635,Estates,G4,Fixed-term,0.4,2017-11-20,,Male,White,
S01636,Research and Development,G7,Permanent,1.0,2015-02-17,,Male,White,
S01637,Facilities,G6,Permanent,1.0,2017-01-25,,Male,Mixed,
S01638,IT Services,G5,Permanent,1.0,2024-06-10,,Male,White,
S01639,HR,G7,Permanent,1.0,2012-07-08,,Female,Asian,
S01640,Communications,G5,Fixed-term,1.0,2009-08-10,,Male,White,
S01641,Legal and Governance,G7,Permanent,0.5,2010-02-16,,Female,White,
S01642,Customer Services,G5,Fixed-term,1.0,2023-05-18,,Female,White,
S01643,Planning,G5,Permanent,1.0,2014-03-14,,Female,Asian,
S01644,Estates,G3,Permanent,1.0,2016-10-11,,Female,White,
S01645,Facilities,G7,Permanent,0.77,2008-10-29,,Male,White,
S01646,Legal and Governance,G4,Fixed-term,0.79,2011-12-26,,Male,White,
S01647,IT Services,G3,Fixed-term,1.0,2018-01-03,,Male,Asian,
S01648,Communications,G5,Permanent,1.0,2024-03-01,,Male,Mixed,
S01649,Sales,Grade 6,Permanent,1.0,2010-12-11,,Male,White,
S01650,Estates,G4,Permanent,1.0,2011-11-05,,Female,White,
S01651,Communications,G7,Permanent,1.0,2020-05-16,,Female,Asian,
S01652,Communications,G3,Permanent,1.0,2017-01-02,2022-01-01,Male,White,
S01653,Security,G3,Permanent,0.34,2013-12-27,,Female,White,
S01654,Communications,G5,Permanent,0.68,2011-10-14,,Female,White,
S01655,Facilities,G7,Permanent,1.0,2011-05-15,,Female,White,
S01656,Security,G8,Permanent,1.0,2015-09-04,,Female,White,2024-06-28
S01657,Finance,G6,Fixed-term,1.0,2018-08-26,2021-08-25,Male,Mixed,
S01658,HR,G5,Fixed-term,1.0,2022-08-14,,Female,Asian,2024-03-19
S01659,Legal and Governance,G6,Permanent,0.77,2017-12-25,,Female,Asian,
S01660,Facilities,G4,Permanent,1.0,2021-09-25,,Female,White,
S01661,IT Services,G5,Fixed-term,0.26,2021-07-31,2025-07-30,Male,White,
S01662,IT Services,G6,Permanent,1.0,2008-06-19,,Female,White,2016-05-09
S01663,HR,G7,Permanent,0.67,2022-07-04,,Female,White,
S01664,Research and Development,G5,Permanent,1.0,2018-01-20,,Male,White,
S01665,Sales,G4,Permanent,1.0,2012-06-04,,Female,White,
S01666,Legal and Governance,G7,Permanent,0.41,2011-01-25,2017-01-23,Male,Asian,
S01667,Customer Services,G3,Fixed-term,1.0,2011-10-17,,Female,White,2012-01-04
S01668,Finance,G5,Permanent,1.0,2020-12-07,2024-12-06,Female,Asian,
S01669,Planning,G8,Permanent,1.0,2024-01-10,,Female,White,2024-06-09
S01670,IT Services,G6,Permanent,1.0,2018-04-30,,Female,White,
S01671,Commercial Services,G8,Permanent,1.0,2012-06-09,,Male,White,
S01672,Communications,G7,Permanent,1.0,2009-06-13,,Male,White,
S01673,Commercial Services,G6,Permanent,1.0,2013-11-21,,F,Black,
S01674,Finance,G5,Permanent,1.0,2011-11-01,,Female,Asian,
S01675,HR,G5,Fixed-term,0.43,2009-01-05,2013-01-04,Male,White,
S01676,Research and Development,G3,Permanent,1.0,2023-04-20,,Female,White,
S01677,Research and Development,G6,Fixed-term,0.89,2024-11-30,,Male,White,
S01678,Sales,G5,Permanent,0.37,2011-07-05,2017-07-03,Female,Asian,
S01679,Estates,G5,Fixed-term,1.0,2022-01-31,,Male,White,2024-04-02
S01680,Sales,G5,Permanent,1.0,2019-04-22,,F,White,
S01681,Customer Services,G4,Permanent,1.0,2017-07-13,,Male,Other,
S01682,Customer Services,G3,Permanent,1.0,2024-06-09,,Female,White,
S01683,IT Services,G3,Permanent,1.0,2024-12-25,,Female,White,
S01684,HR,G6,Permanent,1.0,2019-08-04,2023-08-03,Female,White,
S01685,Security,G6,Permanent,1.0,2011-03-01,,Male,White,2019-12-20
S01686,Communications,G5,Fixed-term,1.0,2023-06-21,,Male,White,
S01687,Communications,G7,Permanent,1.0,2018-10-31,,Other,White,
S01688,Estates,G7,Permanent,1.0,2008-12-21,,Female,Asian,
S01689,Estates,G3,Permanent,1.0,2008-08-15,,Female,White,2016-05-05
S01690,IT Services,G7,Permanent,1.0,2019-11-08,,Male,White,
S01691,Marketing,G8,Permanent,1.0,2019-10-17,,Male,Asian,2020-05-21
S01692,Research and Development,G3,Permanent,1.0,2014-08-26,,Female,White,
S01693,HR,G3,Fixed-term,1.0,2015-05-02,,Female,White,
S01694,Commercial Services,G6,Permanent,1.0,2023-09-03,,M,White,
S01695,Finance,G4,Permanent,1.0,2012-09-01,2016-08-31,Male,White,
S01696,Communications,G4,Permanent,1.0,2011-05-10,,Male,White,2017-08-09
S01697,Planning,G5,Permanent,1.0,2016-07-03,,Female,White,
S01698,Planning,G4,Permanent,1.0,2024-05-21,,Male,Asian,
S01699,Marketing,G7,Permanent,0.83,2022-05-05,,Female,White,
S01700,Communications,G5,Permanent,1.0,2008-01-30,,Male,White,
S01701,Customer Services,G8,Permanent,1.0,2017-03-09,,Male,White,
S01702,Facilities,G7,Fixed-term,0.65,2010-06-02,,Other,White,
S01703,IT Services,G7,Permanent,1.0,2022-10-05,,Male,White,
S01704,Communications,G4,Permanent,1.0,2017-09-14,,Female,White,2022-04-03
S01705,Security,G6,Permanent,1.0,2023-07-16,,Male,Asian,
S01706,Customer Services,G3,Permanent,1.0,2021-05-11,2027-05-10,Male,Asian,
S01707,Planning,G6,Permanent,1.0,2015-06-04,,Female,White,
S01708,Finance,G7,Permanent,1.0,2014-03-17,,Female,White,
S01709,Security,G6,Permanent,1.0,2019-02-21,,Male,Asian,
S01710,Marketing,G9,Fixed-term,1.0,2018-11-15,,Male,White,
S01711,Finance,G5,Permanent,0.82,2013-04-13,,Female,Asian,
S01712,Estates,G9,Permanent,1.0,2019-07-06,,Male,White,
S01713,Communications,G4,Permanent,1.0,2022-12-09,,Female,Asian,
S01714,Estates,G7,Fixed-term,1.0,2018-05-18,,Male,White,
S01715,Commercial Services,G7,Fixed-term,1.0,2023-06-21,,Male,White,
S01716,Communications,G5,Fixed-term,1.0,2018-09-15,,Female,White,
S01717,IT Services,G5,Permanent,0.48,2019-01-05,,Male,White,
S01718,Customer Services,G6,Permanent,0.65,2014-07-10,,Female,White,
S01719,Estates,G9,Permanent,1.0,2015-10-29,,Male,White,
S01720,Commercial Services,G9,Permanent,1.0,2018-05-07,,Male,White,
S01721,Communications,G4,Fixed-term,1.0,2016-07-30,2019-07-30,Female,Asian,2021-09-17
S01722,Marketing,G6,Permanent,0.37,2012-03-02,,Male,Asian,2024-06-24
S01723,Communications,G6,Permanent,1.0,2012-09-15,2018-09-14,Female,White,
S01724,IT Services,G6,Permanent,1.0,2008-09-27,,Male,White,
S01725,Estates,G4,Permanent,1.0,2019-07-28,,Female,Black,
S01726,HR,G7,Permanent,0.31,2022-08-13,,Male,White,
S01727,HR,G3,Permanent,1.0,2022-04-02,,Male,White,
S01728,IT Services,G5,Permanent,1.0,2013-10-21,2017-10-20,Female,Black,
S01729,Finance,G9,Permanent,1.0,2012-04-11,,Male,White,
S01730,Security,G3,Permanent,1.0,2018-11-20,,Male,White,
S01731,Customer Services,G8,Permanent,1.0,2012-04-30,,Male,Other,
S01732,Legal and Governance,G8,Permanent,1.0,2012-05-27,,Male,White,
S01733,Communications,G4,Permanent,1.0,2016-09-16,2022-09-15,Male,Asian,
S01734,HR,G4,Permanent,0.66,2021-03-03,,Female,Other,
S01735,Finance,G5,Permanent,1.0,2022-10-11,,Female,White,
S01736,Finance,G8,Permanent,1.0,2022-08-11,,Male,White,
S01737,IT Services,G5,Permanent,1.0,2011-04-21,,Female,White,
S01738,HR,G3,Permanent,0.77,2013-03-20,,Female,White,
S01739,Facilities,Grade 8,Permanent,1.0,2024-07-26,,Male,White,2024-09-10
S01740,Facilities,G7,Permanent,0.63,2023-09-03,,Other,White,
S01741,Communications,G4,Fixed-term,0.43,2008-12-08,,Female,White,
S01742,HR,G6,Permanent,1.0,2015-07-25,,Male,White,
S01743,Procurement,G6,Permanent,1.0,2014-05-22,2019-05-21,Female,White,
S01744,Legal and Governance,G3,Permanent,1.0,2024-05-17,,Female,White,2024-10-08
S01745,Research and Development,G6,Permanent,1.0,2015-04-19,,Female,White,
S01746,Communications,G7,Permanent,1.0,2012-03-22,2018-03-21,Male,White,
S01747,Sales,G8,Permanent,1.0,2021-08-09,,Male,White,
S01748,HR,G9,Permanent,1.0,2010-08-07,,Male,White,
S01749,IT Services,G6,Permanent,1.0,2008-06-22,,Male,Asian,
S01750,Customer Services,G7,Fixed-term,1.0,2023-12-17,,Female,White,
S01751,Legal and Governance,G5,Permanent,1.0,2008-09-19,,Female,White,
